Yıl,İlçe,Kullanıcı Sınıfı,Kullanım Sınıfı,Tüketim Yapan Gaz Kullanıcı Sayısı (Sayaç-Adet),Düzeltilmiş Tüketim (m3)
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+OCAK,2,687132.82
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA,11,5852.12
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,MRKZ ISNMA+OCAK+KOMBI,1,28170.43
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,KOMBİ,28,276752.3
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+MERKEZİ ISINM,5,744.16
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,OCAK+SOBA,1,11872.09
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+SOBA,2,31174.92
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ+SOBA,1,37713.64
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ,2,47857.05
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM,6,46978.49
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ,37,513.97
2021,ÜMRANİYE,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+OCAK,1,3550.83
2021,ÜMRANİYE,İBADETHANE,SOBA+KOMBİ+KAZAN,1,136487.51
2021,ÜMRANİYE,İBADETHANE,KOMBİ,40,19788.68
2021,ÜMRANİYE,İBADETHANE,MERKEZİ ISINMA+OCAK,3,18681.2
2021,ÜMRANİYE,İBADETHANE,OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,1,5367.2
2021,ÜMRANİYE,İBADETHANE,OCAK+SOBA+KOMBİ,2,3087.06
2021,ÜMRANİYE,İBADETHANE,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,725.57
2021,ÜMRANİYE,İBADETHANE,SOBA,2,26290.37
2021,ÜMRANİYE,İBADETHANE,OCAK+KOMBİ,27,31902.55
2021,ÜMRANİYE,İBADETHANE,ÜRETİM+MERKEZİ ISINM,6,2299.74
2021,ÜMRANİYE,İBADETHANE,MERKEZİ ISINMA+BOYLE,2,7818.6
2021,ÜMRANİYE,İBADETHANE,MERKEZ ISNMA+OCAK+ŞOFBEN,1,19407.79
2021,ÜMRANİYE,İBADETHANE,MRKZ ISNMA+OCAK+KOMBI,1,18249.19
2021,ÜMRANİYE,İBADETHANE,ÜRETİM+KOMBİ,5,654.43
2021,ÜMRANİYE,İBADETHANE,OCAK,4,6185.14
2021,ÜMRANİYE,İBADETHANE,OCAK+SOBA,1,578.98
2021,ÜMRANİYE,İBADETHANE,ÜRETİM,1,2572.02
2021,ÜMRANİYE,İBADETHANE,ÜRETİM+KOMBİ+SOBA,3,82060.39
2021,ÜMRANİYE,İBADETHANE,MERKEZİ ISINMA,12,4079856.63
2021,ÜSKÜDAR,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM+MERKEZİ ISINM,1,1657.63
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,OCAK,3,234421.55
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,OCAK+KAZAN+YAKICI CİHAZ,4,21287.01
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ+SOBA,3,201432.59
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM+SOBA,5,23428.47
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ŞOFBEN+YAKICI CİHAZ,2,21152.48
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ,3,37689.77
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,MERKEZİ ISINMA+OCAK,2,1001.96
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM+OCAK,1,135143.99
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,MERKEZİ ISINMA,6,22010.81
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,KOMBİ,6,74355.44
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,29,64698.31
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,3,10671.72
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,KOMBİ+KAZAN,1,3631.72
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,ÜRETİM,2,944.8
2021,ÜSKÜDAR,HAYIR KURUMU VE MÜZE,MRKZ ISNMA+OCAK+KOMBI,1,700039.39
2021,ÜSKÜDAR,MESKEN,OCAK,393,158384.8
2021,ÜSKÜDAR,MESKEN,KASKAT KOMBİ + OCAK,21,42873.08
2021,ÜSKÜDAR,MESKEN,KOMBİ+KAZAN,12,787.85
2021,ÜSKÜDAR,MESKEN,SOBA+KOMBİ+KAZAN,1,18577.62
2021,ÜSKÜDAR,MESKEN,OCAK+SOBA+KOMBİ+KAZAN,1,27250.77
2021,ÜSKÜDAR,MESKEN,OCAK+KAZAN+YAKICI CİHAZ,1,17347.25
2021,ÜSKÜDAR,MESKEN,MRKZ ISNMA+OCAK+SOBA,24,4027.78
2021,ÜSKÜDAR,MESKEN,OCAK+SOBA+KOMBİ+ŞOFB,2,0.0
2021,ÜSKÜDAR,MESKEN,SOBA+KAZAN,1,39070203.05
2021,ÜSKÜDAR,MESKEN,MERKEZİ ISINMA,1,3002830.36
2021,ÜSKÜDAR,MESKEN,KOMBİ,1,595605.34
2021,ÜSKÜDAR,MESKEN,OCAK+SOBA+ŞOFBEN,760,497081.32
2021,ÜSKÜDAR,MESKEN,OCAK+ŞOFBEN,261,862081.74
2021,ÜSKÜDAR,MESKEN,MERKEZİ ISINMA+OCAK,3,40743.15
2021,ÜSKÜDAR,MESKEN,SOBA,77,3312.57
2021,ÜSKÜDAR,MESKEN,ŞOFBEN+KOMBİ,1,14513.14
2021,ÜSKÜDAR,MESKEN,OCAK+SOFBEN+KOMBI,12,212.67
2021,ÜSKÜDAR,MESKEN,ŞOFBEN+SOBA+KAZAN,1,498777.25
2021,ÜSKÜDAR,MESKEN,MRKZ ISNMA+OCAK+KOMBI,1,18244.89
2021,ÜSKÜDAR,MESKEN,ÜRETİM+KOMBİ+SOBA,4,10109.06
2021,ÜSKÜDAR,MESKEN,ŞOFBEN,4,54564.02
2021,ÜSKÜDAR,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,17,9867.18
2021,ÜSKÜDAR,MESKEN,ÜRETİM+KOMBİ,3,153496114.41
2021,ÜSKÜDAR,MESKEN,OCAK+KOMBİ,157,17174.42
2021,ÜSKÜDAR,MESKEN,ŞOFBEN+KAZAN,49,1025104.53
2021,ÜSKÜDAR,MESKEN,OCAK+SOBA+KOMBİ,1,1600273.58
2021,ÜSKÜDAR,MESKEN,MERKEZİ ISINMA+BOYLE,75,3192657.08
2021,ÜSKÜDAR,MESKEN,OCAK+SOBA,5,1793.8
2021,ÜSKÜDAR,MESKEN,ÜRETİM+MERKEZİ ISINM,2,434.0
2021,ÜSKÜDAR,MESKEN,ÜRETİM+OCAK,1,2576541.45
2021,ÜSKÜDAR,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,11,3354.42
2021,ÜSKÜDAR,MESKEN,ŞOFBEN+SOBA,3,235454.83
2021,ÜSKÜDAR,MESKEN,KASKAT KOMBİ,22,1200.41
2021,ÜSKÜDAR,MESKEN,OCAK+SOFBEN+SOBA+KZN,4,263.55
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,OCAK+ŞOFBEN,1,569773.85
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,22,41490.93
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,10,322229.79
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+MERKEZİ ISINM,19,44358.3
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+OCAK,9,1366016.22
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,64,28294.49
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,KOMBİ,6,18457.34
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,OCAK+KAZAN+YAKICI CİHAZ,1,54226.43
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,MERKEZ ISNMA+OCAK+ŞOFBEN,6,35987.34
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,2,1762.38
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,MRKZ ISNMA+OCAK+KOMBI,1,29991.94
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+OCAK+ŞOFBEN,2,17907.22
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,OCAK,6,5618.62
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ŞOFBEN+YAKICI CİHAZ,2,133073.62
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,13,172.06
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,SOBA,1,608.78
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+KOMBİ,1,27209.18
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+BOYLE,2,128820.95
2021,ÜSKÜDAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM,8,2780998.75
2021,ÜSKÜDAR,RESMİ KURUM,MERKEZİ ISINMA,55,9641.03
2021,ÜSKÜDAR,RESMİ KURUM,OCAK+ŞOFBEN+KOMBİ+KAZAN,1,17995.64
2021,ÜSKÜDAR,RESMİ KURUM,OCAK+ŞOFBEN,8,241882.64
2021,ÜSKÜDAR,RESMİ KURUM,MERKEZİ ISINMA+OCAK,9,164564.81
2021,ÜSKÜDAR,RESMİ KURUM,KOMBİ+KAZAN,3,214562.19
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM+SOBA,11,13115.61
2021,ÜSKÜDAR,RESMİ KURUM,OCAK+SOFBEN+KOMBI,1,33738.67
2021,ÜSKÜDAR,RESMİ KURUM,KOMBİ+KAZAN+YAKICI CİHAZ,1,21879.36
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM+OCAK,2,216013.67
2021,ÜSKÜDAR,RESMİ KURUM,MERKEZİ ISINMA+BOYLE,1,4158.27
2021,ÜSKÜDAR,RESMİ KURUM,ŞOFBEN+KOMBİ+SOBA,1,30979.98
2021,ÜSKÜDAR,RESMİ KURUM,OCAK+KAZAN+YAKICI CİHAZ,2,119.5
2021,ÜSKÜDAR,RESMİ KURUM,ŞOFBEN+YAKICI CİHAZ,1,23483.13
2021,ÜSKÜDAR,RESMİ KURUM,OCAK,7,30872.19
2021,ÜSKÜDAR,RESMİ KURUM,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,31073.93
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM+KOMBİ,8,111260.64
2021,ÜSKÜDAR,RESMİ KURUM,KOMBİ,53,106401.83
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM+KOMBİ+SOBA,15,17756.72
2021,ÜSKÜDAR,RESMİ KURUM,MRKZ ISNMA+OCAK+KOMBI,1,556759.32
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM+MERKEZİ ISINM,23,349067.84
2021,ÜSKÜDAR,RESMİ KURUM,OCAK+KOMBİ,117,202730.56
2021,ÜSKÜDAR,RESMİ KURUM,ÜRETİM,21,735455.84
2021,ÜSKÜDAR,SANAYİ TESİSLERİ,MERKEZİ ISINMA,1,784974.94
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+MERKEZİ ISINM,8,57382.71
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),KOMBİ,9,1604763.54
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),MERKEZİ ISINMA,8,647076.62
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM,5,33635.86
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),OCAK+KOMBİ,13,165284.88
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+SOBA,1,4880.3
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+KOMBİ+SOBA,2,751169.4
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),MERKEZİ ISINMA+BOYLE,1,0.0
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+KOMBİ,1,276208.25
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA,8,294441.5
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+SOBA,3,219057.92
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+MERKEZİ ISINM,6,33825.0
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),OCAK+KOMBİ,9,3354.71
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),SOBA,1,6954.25
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM,1,4445.42
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),KOMBİ,3,19045.65
2021,ÜSKÜDAR,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA+OCAK,1,1508.04
2021,ÜSKÜDAR,TİCARİ,OCAK+SOBA+ŞOFBEN,2,3902.7
2021,ÜSKÜDAR,TİCARİ,SOBA+KOMBİ+KAZAN,1,9183.63
2021,ÜSKÜDAR,TİCARİ,OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,1,539685.29
2021,ÜSKÜDAR,TİCARİ,OCAK,161,2913153.57
2021,ÜSKÜDAR,TİCARİ,MERKEZİ ISINMA,118,44378.71
2021,ÜSKÜDAR,TİCARİ,OCAK+SOFBEN+SOBA+KZN,1,9248.06
2021,ÜSKÜDAR,TİCARİ,OCAK+SOBA+KOMBİ,7,354363.78
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+KOMBİ,74,21896.31
2021,ÜSKÜDAR,TİCARİ,OCAK+SOFBEN+KOMBI,5,231099.5
2021,ÜSKÜDAR,TİCARİ,KOMBİ+KAZAN,7,914969.49
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+SOBA,54,299673.08
2021,ÜSKÜDAR,TİCARİ,ÜRETİM,87,9467.02
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,2,15.31
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN+KAZAN,1,882640.19
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+MERKEZİ ISINM,42,1737233.34
2021,ÜSKÜDAR,TİCARİ,KOMBİ,857,16737.6
2021,ÜSKÜDAR,TİCARİ,OCAK+ŞOFBEN+KOMBİ+KAZAN,1,4901.58
2021,ÜSKÜDAR,TİCARİ,MERKEZİ ISINMA+BOYLE,2,12308.97
2021,ÜSKÜDAR,TİCARİ,SOBA,39,23991.59
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN+KOMBİ,2,12604.8
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN,14,3481790.95
2021,ÜSKÜDAR,TİCARİ,OCAK+KOMBİ,2,54959.03
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+OCAK+ŞOFBEN,13,36207.53
2021,ÜSKÜDAR,TİCARİ,OCAK+SOBA,106,87153.43
2021,ÜSKÜDAR,TİCARİ,OCAK+ŞOFBEN,40,9192.94
2021,ÜSKÜDAR,TİCARİ,OCAK+KAZAN+YAKICI CİHAZ,2,282364.64
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+KOMBİ+SOBA,108,108949.49
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN+YAKICI CİHAZ,28,24772.79
2021,ÜSKÜDAR,TİCARİ,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,26236.72
2021,ÜSKÜDAR,TİCARİ,MRKZ ISNMA+OCAK+KOMBI,7,7893.84
2021,ÜSKÜDAR,TİCARİ,MERKEZ ISNMA+OCAK+ŞOFBEN,23,94128.79
2021,ÜSKÜDAR,TİCARİ,ÜRETİM+OCAK,53,390249.81
2021,ÜSKÜDAR,TİCARİ,MERKEZİ ISINMA+OCAK,69,14752.27
2021,ÜSKÜDAR,TİCARİ,KASKAT KOMBİ,1,11463.17
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,2,636.69
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),MRKZ ISNMA+OCAK+KOMBI,2,5242.26
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ,2,20470.78
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN+SOBA+KOMBİ,2,22314.13
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),SOBA+KOMBİ+YAKICI CİHAZ,3,5775.01
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+SOBA+ŞOFBEN,2,355473.32
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+KAZAN+YAKICI CİHAZ,18,15633.78
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,19787.78
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+SOBA+YAKICI CİHAZ,3,388555.12
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN+YAKICI CİHAZ,69,8456.01
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),SOBA,5,582988.33
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+OCAK,145,16906.29
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,2,11072.32
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+SOBA+KOMBİ+YAKICI CİHAZ,1,1994000.65
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM,331,45400.94
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+SOBA,2,792802.13
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK,188,137368.7
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),KOMBİ+KAZAN+YAKICI CİHAZ,5,5518.24
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),KOMBİ+KAZAN,1,300.42
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),MERKEZ ISNMA+OCAK+ŞOFBEN,3,1189.84
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN,3,124007.63
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN,28,792525.66
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+KOMBİ,336,256914.95
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+OCAK+ŞOFBEN,39,35385.8
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,4,6301.28
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+SOBA,2,23201.66
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),OCAK+SOBA,16,3851.99
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,92827.87
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),MERKEZİ ISINMA+OCAK,11,543721.65
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),MERKEZİ ISINMA,22,527313.97
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ+SOBA,84,1848919.14
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+MERKEZİ ISINM,100,253440.97
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),KOMBİ,122,1191574.69
2021,ÜSKÜDAR,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ,190,1592.52
2021,ÜSKÜDAR,YABANCI TEMSİLCİLİK,KOMBİ,1,13214.01
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+OCAK,4,6951.67
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,1,9156.49
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ+SOBA,3,14297.83
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+BOYLE,1,94153.02
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK+KAZAN+YAKICI CİHAZ,3,6681.73
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+OCAK,2,46600.58
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ,22,2827.85
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK+SOBA+KOMBİ,1,486671.03
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+MERKEZİ ISINM,18,1063.33
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,1,5419.15
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,OCAK,2,8647.68
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,82227.55
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+SOBA,5,27246.4
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM,6,19957.21
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,KOMBİ,9,925636.79
2021,ÜSKÜDAR,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA,32,523.63
2021,ÜSKÜDAR,İBADETHANE,OCAK,2,37667.6
2021,ÜSKÜDAR,İBADETHANE,ÜRETİM+KOMBİ+SOBA,6,20119.04
2021,ÜSKÜDAR,İBADETHANE,KOMBİ+KAZAN,3,5625.82
2021,ÜSKÜDAR,İBADETHANE,MERKEZİ ISINMA+OCAK,1,6697.36
2021,ÜSKÜDAR,İBADETHANE,OCAK+SOBA+ŞOFBEN,1,761.14
2021,ÜSKÜDAR,İBADETHANE,SOBA,2,22442.24
2021,ÜSKÜDAR,İBADETHANE,ÜRETİM+SOBA,5,10545.84
2021,ÜSKÜDAR,İBADETHANE,ÜRETİM+KOMBİ,2,126.46
2021,ÜSKÜDAR,İBADETHANE,ŞOFBEN+KOMBİ,1,7712.66
2021,ÜSKÜDAR,İBADETHANE,ÜRETİM+MERKEZİ ISINM,1,515.12
2021,ÜSKÜDAR,İBADETHANE,OCAK+SOBA+KOMBİ,1,84198.35
2021,ÜSKÜDAR,İBADETHANE,OCAK+KOMBİ,28,3390.98
2021,ÜSKÜDAR,İBADETHANE,OCAK+SOBA,2,738.21
2021,ÜSKÜDAR,İBADETHANE,ÜRETİM,2,46614.0
2021,ÜSKÜDAR,İBADETHANE,KOMBİ,43,246.38
2021,ÜSKÜDAR,İBADETHANE,MRKZ ISNMA+OCAK+KOMBI,1,37092.86
2021,ÜSKÜDAR,İBADETHANE,MERKEZİ ISINMA,25,15340.85
2021,ŞİLE,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,1,2527.09
2021,ŞİLE,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,2,5708.5
2021,ŞİLE,HAYIR KURUMU VE MÜZE,KOMBİ,4,3004.9
2021,ŞİLE,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ,1,506.78
2021,ŞİLE,MESKEN,ÜRETİM+KOMBİ+SOBA,3,1982.65
2021,ŞİLE,MESKEN,SOBA,3,103832.66
2021,ŞİLE,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,390,103.79
2021,ŞİLE,MESKEN,SOBA+KOMBİ+KAZAN,1,35888.55
2021,ŞİLE,MESKEN,OCAK+SOBA,81,9822.15
2021,ŞİLE,MESKEN,KASKAT KOMBİ,1,63474.33
2021,ŞİLE,MESKEN,OCAK+SOBA+KOMBİ,91,6560.25
2021,ŞİLE,MESKEN,MRKZ ISNMA+OCAK+KOMBI,6,18948.67
2021,ŞİLE,MESKEN,OCAK,122,4333.48
2021,ŞİLE,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,2,39333.68
2021,ŞİLE,MESKEN,OCAK+ŞOFBEN,134,126.88
2021,ŞİLE,MESKEN,ŞOFBEN,2,16070770.88
2021,ŞİLE,MESKEN,OCAK+KOMBİ,20,242003.13
2021,ŞİLE,MESKEN,MERKEZİ ISINMA,21,359123.29
2021,ŞİLE,MESKEN,KOMBİ,297,6641.16
2021,ŞİLE,MESKEN,OCAK+SOFBEN+KOMBI,6,368.27
2021,ŞİLE,MESKEN,ŞOFBEN+SOBA,1,86816.03
2021,ŞİLE,MESKEN,MERKEZİ ISINMA+OCAK,66,13864.12
2021,ŞİLE,MESKEN,OCAK+SOBA+ŞOFBEN,44,827.15
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,KOMBİ,2,2212.75
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM,3,63008.14
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+MERKEZİ ISINM,2,300224.83
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,9,25625.21
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,OCAK+KAZAN+YAKICI CİHAZ,1,9457.83
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,OCAK,1,7252.17
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,1,40443.92
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,3,23931.11
2021,ŞİLE,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,3,196474.29
2021,ŞİLE,RESMİ KURUM,MERKEZİ ISINMA+BOYLE,1,210791.22
2021,ŞİLE,RESMİ KURUM,ÜRETİM+MERKEZİ ISINM,6,106790.67
2021,ŞİLE,RESMİ KURUM,OCAK+KOMBİ,47,40199.56
2021,ŞİLE,RESMİ KURUM,OCAK+SOBA+KOMBİ+KAZAN,1,12192.61
2021,ŞİLE,RESMİ KURUM,KOMBİ+KAZAN+YAKICI CİHAZ,1,41346.0
2021,ŞİLE,RESMİ KURUM,ÜRETİM,7,58494.58
2021,ŞİLE,RESMİ KURUM,MERKEZİ ISINMA+OCAK,4,5669.1
2021,ŞİLE,RESMİ KURUM,OCAK+SOFBEN+KOMBI,1,6769.58
2021,ŞİLE,RESMİ KURUM,OCAK+ŞOFBEN,1,614.02
