ID,Year,District,District_Id,Usage_Type,Count,Using_Count,Amount
1624,2016,FATİH,1327,YABANCI TEMSİLCİLİK,20,20,157412989.0
1625,2016,FATİH,1327,TİCARİ,38592,36623,157412989.0
1626,2016,FATİH,1327,SANAYİ TESİSLERİ,184,184,157412989.0
1627,2016,FATİH,1327,RESMİ KURUM,18731,15245,157412989.0
1628,2016,FATİH,1327,MESKEN,143667,141044,157412989.0
1629,2016,FATİH,1327,İBADETHANE,738,717,157412989.0
1630,2016,FATİH,1327,HAYIR KURUMU VE MÜZE,894,839,157412989.0
1631,2016,GAZİOSMANPAŞA,1336,TİCARİ,10901,9676,145371835.0
1632,2016,GAZİOSMANPAŞA,1336,SANAYİ TESİSLERİ,109,109,145371835.0
1633,2016,GAZİOSMANPAŞA,1336,RESMİ KURUM,1915,184,145371835.0
1634,2016,GAZİOSMANPAŞA,1336,MESKEN,155852,154082,145371835.0
1635,2016,GAZİOSMANPAŞA,1336,İBADETHANE,182,174,145371835.0
1636,2016,GAZİOSMANPAŞA,1336,HAYIR KURUMU VE MÜZE,257,257,145371835.0
1637,2016,GÜNGÖREN,2010,TİCARİ,15843,14329,96537360.0
1638,2016,GÜNGÖREN,2010,SANAYİ TESİSLERİ,637,637,96537360.0
1639,2016,GÜNGÖREN,2010,RESMİ KURUM,1631,1599,96537360.0
1640,2016,GÜNGÖREN,2010,MESKEN,97971,96957,96537360.0
1641,2016,GÜNGÖREN,2010,İBADETHANE,213,205,96537360.0
1642,2016,GÜNGÖREN,2010,HAYIR KURUMU VE MÜZE,73,73,96537360.0
1643,2016,KADIKÖY,1421,TİCARİ,31695,28899,270682895.0
1644,2016,KADIKÖY,1421,SANAYİ TESİSLERİ,42,42,270682895.0
1645,2016,KADIKÖY,1421,RESMİ KURUM,8615,8453,270682895.0
1646,2016,KADIKÖY,1421,MESKEN,259619,244007,270682895.0
1647,2016,KADIKÖY,1421,İBADETHANE,270,251,270682895.0
1648,2016,KADIKÖY,1421,HAYIR KURUMU VE MÜZE,226,222,270682895.0
1649,2016,KAĞITHANE,1810,YABANCI TEMSİLCİLİK,8,8,147470332.0
1650,2016,KAĞITHANE,1810,TİCARİ,19064,171,147470332.0
1651,2016,KAĞITHANE,1810,SANAYİ TESİSLERİ,15,15,147470332.0
1652,2016,KAĞITHANE,1810,RESMİ KURUM,2655,2593,147470332.0
1653,2016,KAĞITHANE,1810,MESKEN,162753,159045,147470332.0
1654,2016,KAĞITHANE,1810,İBADETHANE,299,297,147470332.0
1655,2016,KAĞITHANE,1810,HAYIR KURUMU VE MÜZE,112,112,147470332.0
1656,2016,KARTAL,1449,TİCARİ,15594,13827,161535236.0
1657,2016,KARTAL,1449,SANAYİ TESİSLERİ,138,138,161535236.0
1658,2016,KARTAL,1449,RESMİ KURUM,10259,9853,161535236.0
1659,2016,KARTAL,1449,MESKEN,185861,181444,161535236.0
1660,2016,KARTAL,1449,İBADETHANE,208,183,161535236.0
1661,2016,KARTAL,1449,HAYIR KURUMU VE MÜZE,263,263,161535236.0
1663,2016,KÜÇÜKÇEKMECE,1823,TİCARİ,2059,17954,260946252.0
1664,2016,KÜÇÜKÇEKMECE,1823,SANAYİ TESİSLERİ,376,376,260946252.0
1665,2016,KÜÇÜKÇEKMECE,1823,RESMİ KURUM,7482,7405,260946252.0
1666,2016,KÜÇÜKÇEKMECE,1823,MESKEN,273772,270695,260946252.0
1667,2016,KÜÇÜKÇEKMECE,1823,İBADETHANE,216,212,260946252.0
1668,2016,KÜÇÜKÇEKMECE,1823,HAYIR KURUMU VE MÜZE,344,334,260946252.0
1670,2016,MALTEPE,2012,TİCARİ,19294,17511,182254659.0
1671,2016,MALTEPE,2012,SANAYİ TESİSLERİ,3,3,182254659.0
1672,2016,MALTEPE,2012,RESMİ KURUM,6796,6652,182254659.0
1673,2016,MALTEPE,2012,MESKEN,201965,196969,182254659.0
1674,2016,MALTEPE,2012,İBADETHANE,225,214,182254659.0
1675,2016,MALTEPE,2012,HAYIR KURUMU VE MÜZE,212,212,182254659.0
1676,2016,PENDİK,1835,TİCARİ,32136,27487,236551227.0
1677,2016,PENDİK,1835,SANAYİ TESİSLERİ,220,219,236551227.0
1678,2016,PENDİK,1835,RESMİ KURUM,7917,7523,236551227.0
1679,2016,PENDİK,1835,MESKEN,252802,246867,236551227.0
1680,2016,PENDİK,1835,İBADETHANE,225,210,236551227.0
1681,2016,PENDİK,1835,HAYIR KURUMU VE MÜZE,160,158,236551227.0
1682,2016,SANCAKTEPE,2054,TİCARİ,14104,11653,121822633.0
1683,2016,SANCAKTEPE,2054,SANAYİ TESİSLERİ,378,378,121822633.0
1684,2016,SANCAKTEPE,2054,RESMİ KURUM,2529,2366,121822633.0
1685,2016,SANCAKTEPE,2054,MESKEN,146871,142672,121822633.0
1686,2016,SANCAKTEPE,2054,İBADETHANE,176,168,121822633.0
1687,2016,SANCAKTEPE,2054,HAYIR KURUMU VE MÜZE,69,69,121822633.0
1688,2016,SARIYER,1604,YABANCI TEMSİLCİLİK,193,193,188481009.0
1689,2016,SARIYER,1604,TİCARİ,24947,22947,188481009.0
1690,2016,SARIYER,1604,SANAYİ TESİSLERİ,1033,1033,188481009.0
1691,2016,SARIYER,1604,RESMİ KURUM,11032,10652,188481009.0
1692,2016,SARIYER,1604,MESKEN,14874,143257,188481009.0
1693,2016,SARIYER,1604,İBADETHANE,197,190,188481009.0
1694,2016,SARIYER,1604,HAYIR KURUMU VE MÜZE,139,138,188481009.0
1695,2016,SİLİVRİ,1622,TİCARİ,10086,8948,91277117.0
1696,2016,SİLİVRİ,1622,SANAYİ TESİSLERİ,493,493,91277117.0
1697,2016,SİLİVRİ,1622,RESMİ KURUM,7034,7076,91277117.0
1698,2016,SİLİVRİ,1622,MESKEN,84719,7826,91277117.0
1699,2016,SİLİVRİ,1622,İBADETHANE,58,56,91277117.0
1700,2016,SULTANBEYLİ,2014,TİCARİ,8948,5998,72039553.0
1701,2016,SULTANBEYLİ,2014,SANAYİ TESİSLERİ,24,24,72039553.0
1702,2016,SULTANBEYLİ,2014,RESMİ KURUM,2075,198,72039553.0
1703,2016,SULTANBEYLİ,2014,MESKEN,91136,88986,72039553.0
1704,2016,SULTANBEYLİ,2014,İBADETHANE,223,208,72039553.0
1705,2016,SULTANBEYLİ,2014,HAYIR KURUMU VE MÜZE,17,16,72039553.0
1706,2016,SULTANGAZİ,2055,TİCARİ,11383,8475,136453818.0
1707,2016,SULTANGAZİ,2055,SANAYİ TESİSLERİ,149,149,136453818.0
1708,2016,SULTANGAZİ,2055,RESMİ KURUM,2869,2712,136453818.0
1709,2016,SULTANGAZİ,2055,MESKEN,158745,156804,136453818.0
1710,2016,SULTANGAZİ,2055,İBADETHANE,146,131,136453818.0
1711,2016,SULTANGAZİ,2055,HAYIR KURUMU VE MÜZE,120,115,136453818.0
1712,2016,ŞİLE,1659,TİCARİ,2634,2151,17189573.0
1713,2016,ŞİLE,1659,SANAYİ TESİSLERİ,3,3,17189573.0
1714,2016,ŞİLE,1659,RESMİ KURUM,1119,941,17189573.0
1715,2016,ŞİLE,1659,MESKEN,21623,20324,17189573.0
1716,2016,ŞİLE,1659,İBADETHANE,41,37,17189573.0
1717,2016,ŞİLE,1659,HAYIR KURUMU VE MÜZE,11,10,17189573.0
1718,2016,ŞİŞLİ,1663,YABANCI TEMSİLCİLİK,114,114,168738500.0
1719,2016,ŞİŞLİ,1663,TİCARİ,48171,43068,168738500.0
1720,2016,ŞİŞLİ,1663,SANAYİ TESİSLERİ,260,260,168738500.0
1721,2016,ŞİŞLİ,1663,RESMİ KURUM,9188,9133,168738500.0
1722,2016,ŞİŞLİ,1663,MESKEN,133158,130024,168738500.0
1723,2016,ŞİŞLİ,1663,İBADETHANE,156,148,168738500.0
1724,2016,ŞİŞLİ,1663,HAYIR KURUMU VE MÜZE,337,336,168738500.0
1726,2016,TUZLA,2015,TİCARİ,26087,17826,197805249.0
1727,2016,TUZLA,2015,SANAYİ TESİSLERİ,717,717,197805249.0
1728,2016,TUZLA,2015,RESMİ KURUM,5609,5488,197805249.0
1729,2016,TUZLA,2015,MESKEN,103052,97962,197805249.0
1730,2016,TUZLA,2015,İBADETHANE,115,112,197805249.0
1731,2016,TUZLA,2015,HAYIR KURUMU VE MÜZE,32,32,197805249.0
1733,2016,ÜMRANİYE,1852,TİCARİ,40873,33423,257021653.0
1734,2016,ÜMRANİYE,1852,SANAYİ TESİSLERİ,641,641,257021653.0
1735,2016,ÜMRANİYE,1852,RESMİ KURUM,4276,4142,257021653.0
1736,2016,ÜMRANİYE,1852,MESKEN,251302,24631,257021653.0
1737,2016,ÜMRANİYE,1852,İBADETHANE,316,304,257021653.0
1738,2016,ÜMRANİYE,1852,HAYIR KURUMU VE MÜZE,233,219,257021653.0
1739,2016,ÜSKÜDAR,1708,TİCARİ,24594,22101,228846400.0
1740,2016,ÜSKÜDAR,1708,SANAYİ TESİSLERİ,2,2,228846400.0
1741,2016,ÜSKÜDAR,1708,RESMİ KURUM,9211,8828,228846400.0
1742,2016,ÜSKÜDAR,1708,MESKEN,20742,201002,228846400.0
1743,2016,ÜSKÜDAR,1708,İBADETHANE,404,375,228846400.0
