ID   ,Year              ,District      ,District_Id ,Usage_Type           ,Count     ,Using_Count ,Amount
1756 ,2017              ,Adalar        ,       1103 ,Hayýr Kurumu ve Müze ,24        ,24          ,"6,657,897"
1757 ,2017              ,Arnavutköy    ,       2048 ,Ticari               ,"31,62"   ,"28,458"    ,"131,882,468"
1758 ,2017              ,Arnavutköy    ,       2048 ,Sanayi Tesisleri     ,"1,693"   ,"1,596"     ,"131,882,468"
1759 ,2017              ,Arnavutköy    ,       2048 ,Resmi Kurum          ,"2,307"   ,"2,187"     ,"131,882,468"
1760 ,2017              ,Arnavutköy    ,       2048 ,Mesken               ,"90,872"  ,"87,417"    ,"131,882,468"
1761 ,2017              ,Arnavutköy    ,       2048 ,Ýbadethane           ,119       ,107         ,"131,882,468"
1762 ,2017              ,Arnavutköy    ,       2048 ,Hayýr Kurumu ve Müze ,61        ,52          ,"131,882,468"
1763 ,2017              ,Ataþehir      ,       2049 ,Ticari               ,"27,209"  ,"24,029"    ,"185,980,169"
1764 ,2017              ,Ataþehir      ,       2049 ,Sanayi Tesisleri     ,93        ,93          ,"185,980,169"
1765 ,2017              ,Ataþehir      ,       2049 ,Resmi Kurum          ,"3,184"   ,"3,136"     ,"185,980,169"
1766 ,2017              ,Ataþehir      ,       2049 ,Mesken               ,"162,043" ,"159,459"   ,"185,980,169"
1767 ,2017              ,Ataþehir      ,       2049 ,Ýbadethane           ,156       ,146         ,"185,980,169"
1768 ,2017              ,Ataþehir      ,       2049 ,Hayýr Kurumu ve Müze ,77        ,44          ,"185,980,169"
1769 ,2017              ,Avcýlar       ,       2003 ,Ticari               ,"14,708"  ,"12,434"    ,"164,075,772"
1770 ,2017              ,Avcýlar       ,       2003 ,Sanayi Tesisleri     ,"2,183"   ,"2,183"     ,"164,075,772"
1771 ,2017              ,Avcýlar       ,       2003 ,Resmi Kurum          ,"5,71"    ,"5,61"      ,"164,075,772"
1772 ,2017              ,Avcýlar       ,       2003 ,Mesken               ,"152,452" ,"150,035"   ,"164,075,772"
1773 ,2017              ,Avcýlar       ,       2003 ,Ýbadethane           ,38        ,37          ,"164,075,772"
1774 ,2017              ,Avcýlar       ,       2003 ,Hayýr Kurumu ve Müze ,128       ,124         ,"164,075,772"
1775 ,2017              ,Baðcýlar      ,       2004 ,Ticari               ,"31,869"  ,"26,869"    ,"225,835,810"
1776 ,2017              ,Baðcýlar      ,       2004 ,Sanayi Tesisleri     ,891       ,891         ,"225,835,810"
1777 ,2017              ,Baðcýlar      ,       2004 ,Resmi Kurum          ,"5,755"   ,"5,734"     ,"225,835,810"
1778 ,2017              ,Baðcýlar      ,       2004 ,Mesken               ,"228,188" ,"223,451"   ,"225,835,810"
1779 ,2017              ,Baðcýlar      ,       2004 ,Ýbadethane           ,190       ,185         ,"225,835,810"
1780 ,2017              ,Baðcýlar      ,       2004 ,Hayýr Kurumu ve Müze ,188       ,184         ,"225,835,810"
1781 ,2017              ,Bahçelievler  ,       2005 ,Ticari               ,"27,152"  ,"24,265"    ,"220,608,665"
1782 ,2017              ,Bahçelievler  ,       2005 ,Sanayi Tesisleri     ,"1,139"   ,"1,139"     ,"220,608,665"
1783 ,2017              ,Bahçelievler  ,       2005 ,Resmi Kurum          ,"4,823"   ,"4,716"     ,"220,608,665"
1784 ,2017              ,Bahçelievler  ,       2005 ,Mesken               ,"205,841" ,"203,372"   ,"220,608,665"
1785 ,2017              ,Bahçelievler  ,       2005 ,Ýbadethane           ,304       ,300         ,"220,608,665"
1786 ,2017              ,Bahçelievler  ,       2005 ,Hayýr Kurumu ve Müze ,228       ,225         ,"220,608,665"
1787 ,2017              ,Bakýrköy      ,       1166 ,Yabancý Temsilcilik  ,8         ,7           ,"194,605,781"
1788 ,2017              ,Bakýrköy      ,       1166 ,Ticari               ,"25,376"  ,"23,883"    ,"194,605,781"
1789 ,2017              ,Bakýrköy      ,       1166 ,Sanayi Tesisleri     ,231       ,231         ,"194,605,781"
1790 ,2017              ,Bakýrköy      ,       1166 ,Resmi Kurum          ,"9,755"   ,"9,551"     ,"194,605,781"
1791 ,2017              ,Bakýrköy      ,       1166 ,Mesken               ,"102,096" ,"100,727"   ,"194,605,781"
1792 ,2017              ,Bakýrköy      ,       1166 ,Ýbadethane           ,206       ,196         ,"194,605,781"
1793 ,2017              ,Bakýrköy      ,       1166 ,Hayýr Kurumu ve Müze ,148       ,135         ,"194,605,781"
1795 ,2017              ,Baþakþehir    ,       2050 ,Ticari               ,"39,292"  ,"19,188"    ,"161,367,486"
1796 ,2017              ,Baþakþehir    ,       2050 ,Sanayi Tesisleri     ,885       ,885         ,"161,367,486"
1797 ,2017              ,Baþakþehir    ,       2050 ,Resmi Kurum          ,"3,05"    ,"2,936"     ,"161,367,486"
1798 ,2017              ,Baþakþehir    ,       2050 ,Mesken               ,"135,195" ,"132,054"   ,"161,367,486"
1799 ,2017              ,Baþakþehir    ,       2050 ,Ýbadethane           ,131       ,120         ,"161,367,486"
1800 ,2017              ,Baþakþehir    ,       2050 ,Hayýr Kurumu ve Müze ,99        ,99          ,"161,367,486"
1802 ,2017              ,Bayrampaþa    ,       1886 ,Ticari               ,"18,506"  ,"15,069"    ,"96,290,620"
1803 ,2017              ,Bayrampaþa    ,       1886 ,Sanayi Tesisleri     ,264       ,264         ,"96,290,620"
1804 ,2017              ,Bayrampaþa    ,       1886 ,Resmi Kurum          ,"2,762"   ,"2,736"     ,"96,290,620"
1805 ,2017              ,Bayrampaþa    ,       1886 ,Mesken               ,"94,267"  ,"93,306"    ,"96,290,620"
1806 ,2017              ,Bayrampaþa    ,       1886 ,Ýbadethane           ,280       ,274         ,"96,290,620"
1807 ,2017              ,Bayrampaþa    ,       1886 ,Hayýr Kurumu ve Müze ,87        ,86          ,"96,290,620"
1808 ,2017              ,Beþiktaþ      ,       1183 ,Yabancý Temsilcilik  ,179       ,179         ,"174,107,059"
1809 ,2017              ,Beþiktaþ      ,       1183 ,Ticari               ,"28,618"  ,"26,106"    ,"174,107,059"
1810 ,2017              ,Beþiktaþ      ,       1183 ,Sanayi Tesisleri     ,"2,682"   ,"2,682"     ,"174,107,059"
1811 ,2017              ,Beþiktaþ      ,       1183 ,Resmi Kurum          ,"12,669"  ,"11,438"    ,"174,107,059"
1812 ,2017              ,Beþiktaþ      ,       1183 ,Mesken               ,"94,895"  ,"91,793"    ,"174,107,059"
1813 ,2017              ,Beþiktaþ      ,       1183 ,Ýbadethane           ,122       ,120         ,"174,107,059"
1814 ,2017              ,Beþiktaþ      ,       1183 ,Hayýr Kurumu ve Müze ,94        ,94          ,"174,107,059"
1815 ,2017              ,Beykoz        ,       1185 ,Ticari               ,"10,697"  ,"9,695"     ,"119,051,383"
1816 ,2017              ,Beykoz        ,       1185 ,Sanayi Tesisleri     ,228       ,228         ,"119,051,383"
1817 ,2017              ,Beykoz        ,       1185 ,Resmi Kurum          ,"3,301"   ,"3,142"     ,"119,051,383"
1818 ,2017              ,Beykoz        ,       1185 ,Mesken               ,"92,624"  ,"88,237"    ,"119,051,383"
1819 ,2017              ,Beykoz        ,       1185 ,Ýbadethane           ,211       ,210         ,"119,051,383"
1820 ,2017              ,Beykoz        ,       1185 ,Hayýr Kurumu ve Müze ,16        ,16          ,"119,051,383"
1822 ,2017              ,Beylikdüzü    ,       2051 ,Ticari               ,"15,131"  ,"12,765"    ,"162,829,065"
1823 ,2017              ,Beylikdüzü    ,       2051 ,Sanayi Tesisleri     ,457       ,457         ,"162,829,065"
1824 ,2017              ,Beylikdüzü    ,       2051 ,Resmi Kurum          ,"2,585"   ,"2,504"     ,"162,829,065"
1825 ,2017              ,Beylikdüzü    ,       2051 ,Mesken               ,"137,838" ,"134,605"   ,"162,829,065"
1826 ,2017              ,Beylikdüzü    ,       2051 ,Ýbadethane           ,88        ,82          ,"162,829,065"
1827 ,2017              ,Beylikdüzü    ,       2051 ,Hayýr Kurumu ve Müze ,100       ,96          ,"162,829,065"
1829 ,2017              ,Beyoðlu       ,       1186 ,Yabancý Temsilcilik  ,475       ,475         ,"103,549,357"
1830 ,2017              ,Beyoðlu       ,       1186 ,Ticari               ,"27,473"  ,"25,943"    ,"103,549,357"
1831 ,2017              ,Beyoðlu       ,       1186 ,Sanayi Tesisleri     ,347       ,347         ,"103,549,357"
1832 ,2017              ,Beyoðlu       ,       1186 ,Resmi Kurum          ,"3,735"   ,"3,666"     ,"103,549,357"
1833 ,2017              ,Beyoðlu       ,       1186 ,Mesken               ,"79,668"  ,"78,118"    ,"103,549,357"
1834 ,2017              ,Beyoðlu       ,       1186 ,Ýbadethane           ,181       ,178         ,"103,549,357"
1835 ,2017              ,Beyoðlu       ,       1186 ,Hayýr Kurumu ve Müze ,240       ,238         ,"103,549,357"
1836 ,2017              ,Büyükçekmece  ,       1782 ,Ticari               ,"12,648"  ,"9,921"     ,"109,291,088"
1837 ,2017              ,Büyükçekmece  ,       1782 ,Sanayi Tesisleri     ,58        ,58          ,"109,291,088"
1838 ,2017              ,Büyükçekmece  ,       1782 ,Resmi Kurum          ,"2,674"   ,"2,614"     ,"109,291,088"
1839 ,2017              ,Büyükçekmece  ,       1782 ,Mesken               ,"116,142" ,"109,701"   ,"109,291,088"
1840 ,2017              ,Büyükçekmece  ,       1782 ,Ýbadethane           ,86        ,81          ,"109,291,088"
1841 ,2017              ,Büyükçekmece  ,       1782 ,Hayýr Kurumu ve Müze ,103       ,99          ,"109,291,088"
1842 ,2017              ,Çatalca       ,       1237 ,Ticari               ,"2,864"   ,"1,983"     ,"20,258,572"
1843 ,2017              ,Çatalca       ,       1237 ,Sanayi Tesisleri     ,93        ,93          ,"20,258,572"
1844 ,2017              ,Çatalca       ,       1237 ,Resmi Kurum          ,721       ,702         ,"20,258,572"
1845 ,2017              ,Çatalca       ,       1237 ,Mesken               ,"23,141"  ,"22,155"    ,"20,258,572"
1846 ,2017              ,Çatalca       ,       1237 ,Ýbadethane           ,32        ,32          ,"20,258,572"
1847 ,2017              ,Çatalca       ,       1237 ,Hayýr Kurumu ve Müze ,27        ,6           ,"20,258,572"
1848 ,2017              ,Çekmeköy      ,       2052 ,Ticari               ,"9,444"   ,"7,656"     ,"102,060,880"
1849 ,2017              ,Çekmeköy      ,       2052 ,Sanayi Tesisleri     ,121       ,121         ,"102,060,880"
1850 ,2017              ,Çekmeköy      ,       2052 ,Resmi Kurum          ,"2,654"   ,"2,631"     ,"102,060,880"
1851 ,2017              ,Çekmeköy      ,       2052 ,Mesken               ,"101,823" ,"97,305"    ,"102,060,880"
1852 ,2017              ,Çekmeköy      ,       2052 ,Ýbadethane           ,98        ,80          ,"102,060,880"
1853 ,2017              ,Çekmeköy      ,       2052 ,Hayýr Kurumu ve Müze ,33        ,33          ,"102,060,880"
1854 ,2017              ,Esenler       ,       2016 ,Ticari               ,"11,629"  ,"9,875"     ,"117,959,228"
1855 ,2017              ,Esenler       ,       2016 ,Sanayi Tesisleri     ,766       ,766         ,"117,959,228"
1856 ,2017              ,Esenler       ,       2016 ,Resmi Kurum          ,"3,374"   ,"2,692"     ,"117,959,228"
1857 ,2017              ,Esenler       ,       2016 ,Mesken               ,"135,148" ,"134,537"   ,"117,959,228"
1858 ,2017              ,Esenler       ,       2016 ,Ýbadethane           ,82        ,81          ,"117,959,228"
1859 ,2017              ,Esenler       ,       2016 ,Hayýr Kurumu ve Müze ,141       ,139         ,"117,959,228"
1861 ,2017              ,Esenyurt      ,       2053 ,Ticari               ,"35,013"  ,"25,527"    ,"371,901,713"
1862 ,2017              ,Esenyurt      ,       2053 ,Sanayi Tesisleri     ,"4,748"   ,"4,748"     ,"371,901,713"
1863 ,2017              ,Esenyurt      ,       2053 ,Resmi Kurum          ,"3,219"   ,"2,988"     ,"371,901,713"
1864 ,2017              ,Esenyurt      ,       2053 ,Mesken               ,"349,472" ,"335,846"   ,"371,901,713"
1865 ,2017              ,Esenyurt      ,       2053 ,Ýbadethane           ,166       ,127         ,"371,901,713"
1866 ,2017              ,Esenyurt      ,       2053 ,Hayýr Kurumu ve Müze ,168       ,169         ,"371,901,713"
1867 ,2017              ,Eyüpsultan    ,       1325 ,Diðer                ,83        ,31          ,"162,115,033"
1868 ,2017              ,Eyüpsultan    ,       1325 ,Ticari               ,"11,886"  ,"10,331"    ,"162,115,033"
1869 ,2017              ,Eyüpsultan    ,       1325 ,Sanayi Tesisleri     ,229       ,229         ,"162,115,033"
1870 ,2017              ,Eyüpsultan    ,       1325 ,Resmi Kurum          ,"4,147"   ,"3,888"     ,"162,115,033"
1871 ,2017              ,Eyüpsultan    ,       1325 ,Mesken               ,"145,385" ,"142,289"   ,"162,115,033"
1872 ,2017              ,Eyüpsultan    ,       1325 ,Ýbadethane           ,143       ,147         ,"162,115,033"
1873 ,2017              ,Eyüpsultan    ,       1325 ,Hayýr Kurumu ve Müze ,297       ,295         ,"162,115,033"
1874 ,2017              ,Fatih         ,       1327 ,Yabancý Temsilcilik  ,20        ,20          ,"170,948,031"
1875 ,2017              ,Fatih         ,       1327 ,Ticari               ,"38,592"  ,"36,623"    ,"170,948,031"
1876 ,2017              ,Fatih         ,       1327 ,Sanayi Tesisleri     ,184       ,184         ,"170,948,031"
1877 ,2017              ,Fatih         ,       1327 ,Resmi Kurum          ,"18,731"  ,"15,245"    ,"170,948,031"
1878 ,2017              ,Fatih         ,       1327 ,Mesken               ,"143,667" ,"141,044"   ,"170,948,031"
1879 ,2017              ,Fatih         ,       1327 ,Ýbadethane           ,738       ,717         ,"170,948,031"
1880 ,2017              ,Fatih         ,       1327 ,Hayýr Kurumu ve Müze ,894       ,839         ,"170,948,031"
1881 ,2017              ,Gaziosmanpaþa ,       1336 ,Ticari               ,"10,901"  ,"9,676"     ,"157,551,916"
1882 ,2017              ,Gaziosmanpaþa ,       1336 ,Sanayi Tesisleri     ,109       ,109         ,"157,551,916"
1883 ,2017              ,Gaziosmanpaþa ,       1336 ,Resmi Kurum          ,"1,915"   ,"1,84"      ,"157,551,916"
1884 ,2017              ,Gaziosmanpaþa ,       1336 ,Mesken               ,"155,852" ,"154,082"   ,"157,551,916"
1885 ,2017              ,Gaziosmanpaþa ,       1336 ,Ýbadethane           ,182       ,174         ,"157,551,916"
1886 ,2017              ,Gaziosmanpaþa ,       1336 ,Hayýr Kurumu ve Müze ,257       ,257         ,"157,551,916"
1887 ,2017              ,Güngören      ,       2010 ,Ticari               ,"15,843"  ,"14,329"    ,"104,530,303"
1888 ,2017              ,Güngören      ,       2010 ,Sanayi Tesisleri     ,637       ,637         ,"104,530,303"
1889 ,2017              ,Güngören      ,       2010 ,Resmi Kurum          ,"1,631"   ,"1,599"     ,"104,530,303"
1890 ,2017              ,Güngören      ,       2010 ,Mesken               ,"97,971"  ,"96,957"    ,"104,530,303"
1891 ,2017              ,Güngören      ,       2010 ,Ýbadethane           ,213       ,205         ,"104,530,303"
1892 ,2017              ,Güngören      ,       2010 ,Hayýr Kurumu ve Müze ,73        ,73          ,"104,530,303"
1893 ,2017              ,Kadýköy       ,       1421 ,Ticari               ,"31,695"  ,"28,899"    ,"293,328,678"
1894 ,2017              ,Kadýköy       ,       1421 ,Sanayi Tesisleri     ,42        ,42          ,"293,328,678"
1895 ,2017              ,Kadýköy       ,       1421 ,Resmi Kurum          ,"8,615"   ,"8,453"     ,"293,328,678"
1896 ,2017              ,Kadýköy       ,       1421 ,Mesken               ,"259,619" ,"244,007"   ,"293,328,678"
1897 ,2017              ,Kadýköy       ,       1421 ,Ýbadethane           ,270       ,251         ,"293,328,678"
1898 ,2017              ,Kadýköy       ,       1421 ,Hayýr Kurumu ve Müze ,226       ,222         ,"293,328,678"
1899 ,2017              ,Kaðýthane     ,       1810 ,Yabancý Temsilcilik  ,8         ,8           ,"160,546,377"
1900 ,2017              ,Kaðýthane     ,       1810 ,Ticari               ,"19,064"  ,"17,1"      ,"160,546,377"
1901 ,2017              ,Kaðýthane     ,       1810 ,Sanayi Tesisleri     ,15        ,15          ,"160,546,377"
1902 ,2017              ,Kaðýthane     ,       1810 ,Resmi Kurum          ,"2,655"   ,"2,593"     ,"160,546,377"
1903 ,2017              ,Kaðýthane     ,       1810 ,Mesken               ,"162,753" ,"159,045"   ,"160,546,377"
1904 ,2017              ,Kaðýthane     ,       1810 ,Ýbadethane           ,299       ,297         ,"160,546,377"
1905 ,2017              ,Kaðýthane     ,       1810 ,Hayýr Kurumu ve Müze ,112       ,112         ,"160,546,377"
1906 ,2017              ,Kartal        ,       1449 ,Ticari               ,"15,594"  ,"13,827"    ,"178,300,323"
1907 ,2017              ,Kartal        ,       1449 ,Sanayi Tesisleri     ,138       ,138         ,"178,300,323"
1908 ,2017              ,Kartal        ,       1449 ,Resmi Kurum          ,"10,259"  ,"9,853"     ,"178,300,323"
1909 ,2017              ,Kartal        ,       1449 ,Mesken               ,"185,861" ,"181,444"   ,"178,300,323"
1910 ,2017              ,Kartal        ,       1449 ,Ýbadethane           ,208       ,183         ,"178,300,323"
1911 ,2017              ,Kartal        ,       1449 ,Hayýr Kurumu ve Müze ,263       ,263         ,"178,300,323"
1913 ,2017              ,Küçükçekmece  ,       1823 ,Ticari               ,"20,59"   ,"17,954"    ,"287,029,541"
1914 ,2017              ,Küçükçekmece  ,       1823 ,Sanayi Tesisleri     ,376       ,376         ,"287,029,541"
1915 ,2017              ,Küçükçekmece  ,       1823 ,Resmi Kurum          ,"7,482"   ,"7,405"     ,"287,029,541"
1916 ,2017              ,Küçükçekmece  ,       1823 ,Mesken               ,"273,772" ,"270,695"   ,"287,029,541"
1917 ,2017              ,Küçükçekmece  ,       1823 ,Ýbadethane           ,216       ,212         ,"287,029,541"
1918 ,2017              ,Küçükçekmece  ,       1823 ,Hayýr Kurumu ve Müze ,344       ,334         ,"287,029,541"
1920 ,2017              ,Maltepe       ,       2012 ,Ticari               ,"19,294"  ,"17,511"    ,"201,329,830"
1921 ,2017              ,Maltepe       ,       2012 ,Sanayi Tesisleri     ,3         ,3           ,"201,329,830"
1922 ,2017              ,Maltepe       ,       2012 ,Resmi Kurum          ,"6,796"   ,"6,652"     ,"201,329,830"
1923 ,2017              ,Maltepe       ,       2012 ,Mesken               ,"201,965" ,"196,969"   ,"201,329,830"
1924 ,2017              ,Maltepe       ,       2012 ,Ýbadethane           ,225       ,214         ,"201,329,830"
1925 ,2017              ,Maltepe       ,       2012 ,Hayýr Kurumu ve Müze ,212       ,212         ,"201,329,830"
1926 ,2017              ,Pendik        ,       1835 ,Ticari               ,"32,136"  ,"27,487"    ,"310,520,264"
1927 ,2017              ,Pendik        ,       1835 ,Sanayi Tesisleri     ,220       ,219         ,"310,520,264"
1928 ,2017              ,Pendik        ,       1835 ,Resmi Kurum          ,"7,917"   ,"7,523"     ,"310,520,264"
1929 ,2017              ,Pendik        ,       1835 ,Mesken               ,"252,802" ,"246,867"   ,"310,520,264"
1930 ,2017              ,Pendik        ,       1835 ,Ýbadethane           ,225       ,210         ,"310,520,264"
1931 ,2017              ,Pendik        ,       1835 ,Hayýr Kurumu ve Müze ,160       ,158         ,"310,520,264"
1932 ,2017              ,Sancaktepe    ,       2054 ,Ticari               ,"14,104"  ,"11,653"    ,"144,138,636"
1933 ,2017              ,Sancaktepe    ,       2054 ,Sanayi Tesisleri     ,378       ,378         ,"144,138,636"
1934 ,2017              ,Sancaktepe    ,       2054 ,Resmi Kurum          ,"2,529"   ,"2,366"     ,"144,138,636"
1935 ,2017              ,Sancaktepe    ,       2054 ,Mesken               ,"146,871" ,"142,672"   ,"144,138,636"
1936 ,2017              ,Sancaktepe    ,       2054 ,Ýbadethane           ,176       ,168         ,"144,138,636"
1937 ,2017              ,Sancaktepe    ,       2054 ,Hayýr Kurumu ve Müze ,69        ,69          ,"144,138,636"
1938 ,2017              ,Sarýyer       ,       1604 ,Yabancý Temsilcilik  ,193       ,193         ,"209,908,907"
1939 ,2017              ,Sarýyer       ,       1604 ,Ticari               ,"24,947"  ,"22,947"    ,"209,908,907"
1940 ,2017              ,Sarýyer       ,       1604 ,Sanayi Tesisleri     ,"1,033"   ,"1,033"     ,"209,908,907"
1941 ,2017              ,Sarýyer       ,       1604 ,Resmi Kurum          ,"11,032"  ,"10,652"    ,"209,908,907"
1942 ,2017              ,Sarýyer       ,       1604 ,Mesken               ,"148,74"  ,"143,257"   ,"209,908,907"
1943 ,2017              ,Sarýyer       ,       1604 ,Ýbadethane           ,197       ,190         ,"209,908,907"
1944 ,2017              ,Sarýyer       ,       1604 ,Hayýr Kurumu ve Müze ,139       ,138         ,"209,908,907"
1945 ,2017              ,Silivri       ,       1622 ,Ticari               ,"10,086"  ,"8,948"     ,"105,255,923"
1946 ,2017              ,Silivri       ,       1622 ,Sanayi Tesisleri     ,493       ,493         ,"105,255,923"
1947 ,2017              ,Silivri       ,       1622 ,Resmi Kurum          ,"7,034"   ,"7,076"     ,"105,255,923"
1948 ,2017              ,Silivri       ,       1622 ,Mesken               ,"84,719"  ,"78,26"     ,"105,255,923"
1949 ,2017              ,Silivri       ,       1622 ,Ýbadethane           ,58        ,56          ,"105,255,923"
1950 ,2017              ,Sultanbeyli   ,       2014 ,Ticari               ,"8,948"   ,"5,998"     ,"83,697,318"
1951 ,2017              ,Sultanbeyli   ,       2014 ,Sanayi Tesisleri     ,24        ,24          ,"83,697,318"
1952 ,2017              ,Sultanbeyli   ,       2014 ,Resmi Kurum          ,"2,075"   ,"1,98"      ,"83,697,318"
1953 ,2017              ,Sultanbeyli   ,       2014 ,Mesken               ,"91,136"  ,"88,986"    ,"83,697,318"
1954 ,2017              ,Sultanbeyli   ,       2014 ,Ýbadethane           ,223       ,208         ,"83,697,318"
1955 ,2017              ,Sultanbeyli   ,       2014 ,Hayýr Kurumu ve Müze ,17        ,16          ,"83,697,318"
1956 ,2017              ,Sultangazi    ,       2055 ,Ticari               ,"11,383"  ,"8,475"     ,"150,919,584"
1957 ,2017              ,Sultangazi    ,       2055 ,Sanayi Tesisleri     ,149       ,149         ,"150,919,584"
1958 ,2017              ,Sultangazi    ,       2055 ,Resmi Kurum          ,"2,869"   ,"2,712"     ,"150,919,584"
1959 ,2017              ,Sultangazi    ,       2055 ,Mesken               ,"158,745" ,"156,804"   ,"150,919,584"
1960 ,2017              ,Sultangazi    ,       2055 ,Ýbadethane           ,146       ,131         ,"150,919,584"
1961 ,2017              ,Sultangazi    ,       2055 ,Hayýr Kurumu ve Müze ,120       ,115         ,"150,919,584"
1962 ,2017              ,Þile          ,       1659 ,Ticari               ,"2,634"   ,"2,151"     ,"21,135,436"
1963 ,2017              ,Þile          ,       1659 ,Sanayi Tesisleri     ,3         ,3           ,"21,135,436"
1964 ,2017              ,Þile          ,       1659 ,Resmi Kurum          ,"1,119"   ,941         ,"21,135,436"
1965 ,2017              ,Þile          ,       1659 ,Mesken               ,"21,623"  ,"20,324"    ,"21,135,436"
1966 ,2017              ,Þile          ,       1659 ,Ýbadethane           ,41        ,37          ,"21,135,436"
1967 ,2017              ,Þile          ,       1659 ,Hayýr Kurumu ve Müze ,11        ,10          ,"21,135,436"
1968 ,2017              ,Þiþli         ,       1663 ,Yabancý Temsilcilik  ,114       ,114         ,"184,471,256"
1969 ,2017              ,Þiþli         ,       1663 ,Ticari               ,"48,171"  ,"43,068"    ,"184,471,256"
1970 ,2017              ,Þiþli         ,       1663 ,Sanayi Tesisleri     ,260       ,260         ,"184,471,256"
1971 ,2017              ,Þiþli         ,       1663 ,Resmi Kurum          ,"9,188"   ,"9,133"     ,"184,471,256"
1972 ,2017              ,Þiþli         ,       1663 ,Mesken               ,"133,158" ,"130,024"   ,"184,471,256"
1973 ,2017              ,Þiþli         ,       1663 ,Ýbadethane           ,156       ,148         ,"184,471,256"
1974 ,2017              ,Þiþli         ,       1663 ,Hayýr Kurumu ve Müze ,337       ,336         ,"184,471,256"
1976 ,2017              ,Tuzla         ,       2015 ,Ticari               ,"26,087"  ,"17,826"    ,"220,130,356"
1977 ,2017              ,Tuzla         ,       2015 ,Sanayi Tesisleri     ,717       ,717         ,"220,130,356"
1978 ,2017              ,Tuzla         ,       2015 ,Resmi Kurum          ,"5,609"   ,"5,488"     ,"220,130,356"
1979 ,2017              ,Tuzla         ,       2015 ,Mesken               ,"103,052" ,"97,962"    ,"220,130,356"
1980 ,2017              ,Tuzla         ,       2015 ,Ýbadethane           ,115       ,112         ,"220,130,356"
1981 ,2017              ,Tuzla         ,       2015 ,Hayýr Kurumu ve Müze ,32        ,32          ,"220,130,356"
1983 ,2017              ,Ümraniye      ,       1852 ,Ticari               ,"40,873"  ,"33,423"    ,"283,853,909"
1984 ,2017              ,Ümraniye      ,       1852 ,Sanayi Tesisleri     ,641       ,641         ,"283,853,909"
1985 ,2017              ,Ümraniye      ,       1852 ,Resmi Kurum          ,"4,276"   ,"4,142"     ,"283,853,909"
1986 ,2017              ,Ümraniye      ,       1852 ,Mesken               ,"251,302" ,"246,31"    ,"283,853,909"
1987 ,2017              ,Ümraniye      ,       1852 ,Ýbadethane           ,316       ,304         ,"283,853,909"
1988 ,2017              ,Ümraniye      ,       1852 ,Hayýr Kurumu ve Müze ,233       ,219         ,"283,853,909"
1989 ,2017              ,Üsküdar       ,       1708 ,Ticari               ,"24,594"  ,"22,101"    ,"254,095,286"
1990 ,2017              ,Üsküdar       ,       1708 ,Sanayi Tesisleri     ,2         ,2           ,"254,095,286"
1991 ,2017              ,Üsküdar       ,       1708 ,Resmi Kurum          ,"9,211"   ,"8,828"     ,"254,095,286"
1992 ,2017              ,Üsküdar       ,       1708 ,Mesken               ,"207,42"  ,"201,002"   ,"254,095,286"
1993 ,2017              ,Üsküdar       ,       1708 ,Ýbadethane           ,404       ,375         ,"254,095,286"
1994 ,2017              ,Üsküdar       ,       1708 ,Hayýr Kurumu ve Müze ,469       ,460         ,"254,095,286"
1995 ,2017              ,Zeytinburnu   ,       1739 ,Ticari               ,"16,093"  ,"14,498"    ,"112,370,787"
1996 ,2017              ,Zeytinburnu   ,       1739 ,Sanayi Tesisleri     ,89        ,89          ,"112,370,787"
1997 ,2017              ,Zeytinburnu   ,       1739 ,Resmi Kurum          ,"4,869"   ,"4,349"     ,"112,370,787"
1998 ,2017              ,Zeytinburnu   ,       1739 ,Mesken               ,"91,864"  ,"89,15"     ,"112,370,787"
1999 ,2017              ,Zeytinburnu   ,       1739 ,Ýbadethane           ,95        ,95          ,"112,370,787"
2000 ,2017              ,Zeytinburnu   ,       1739 ,Hayýr Kurumu ve Müze ,163       ,92          ,"112,370,787"
2001 ,2018              ,Adalar        ,       1103 ,Yabancý Temsilcilik  ,7         ,7           ,"6,321,146"
2002 ,2018              ,Adalar        ,       1103 ,Ticari               ,756       ,733         ,"6,321,146"
2003 ,2018              ,Adalar        ,       1103 ,Resmi Kurum          ,357       ,350         ,"6,321,146"
2004 ,2018              ,Adalar        ,       1103 ,Mesken               ,"8,456"   ,"8,298"     ,"6,321,146"
2005 ,2018              ,Adalar        ,       1103 ,Ýbadethane           ,9         ,8           ,"6,321,146"
2006 ,2018              ,Adalar        ,       1103 ,Hayýr Kurumu ve Müze ,24        ,24          ,"6,321,146"
2007 ,2018              ,Arnavutköy    ,       2048 ,Ticari               ,"31,62"   ,"28,458"    ,"143,578,639"
2008 ,2018              ,Arnavutköy    ,       2048 ,Sanayi Tesisleri     ,"1,693"   ,"1,596"     ,"143,578,639"
2009 ,2018              ,Arnavutköy    ,       2048 ,Resmi Kurum          ,"2,307"   ,"2,187"     ,"143,578,639"
2010 ,2018              ,Arnavutköy    ,       2048 ,Mesken               ,"90,872"  ,"87,417"    ,"143,578,639"
2011 ,2018              ,Arnavutköy    ,       2048 ,Ýbadethane           ,119       ,107         ,"143,578,639"
2012 ,2018              ,Arnavutköy    ,       2048 ,Hayýr Kurumu ve Müze ,61        ,52          ,"143,578,639"
